id,addition_time,client_id,active,registration_number,brand,color
27806,2020-11-15T12:50:59.994454,2416,Y,223-FBV,GMC Vandura 3500,PaleGreen
27807,2021-04-07T13:46:29.067169,6469,Y,IGW 841,Ford Contour,Orchid
27808,2023-01-01T21:19:06.670181,17975,N,UQP 918,Volvo XC90,DarkGray
27809,2021-03-22T00:41:18.099086,13299,Y,LXO 582,MINI Roadster,Black
27810,2021-03-04T00:15:24.855065,714,N,HR1 A4S,Lincoln LS,Lime
27811,2022-08-24T23:52:55.256239,12353,N,QXO B47,Toyota Tacoma Xtracab,MediumPurple
27812,2023-03-09T17:01:32.765339,6509,N,882-JYS,GMC Terrain,DarkGreen
27813,2021-03-17T09:05:00.389065,18037,N,U37 6OK,BMW M3,Violet
27814,2021-12-30T13:29:42.274912,13507,N,7QD 289,Volkswagen Tiguan,LightGray
27815,2022-11-28T15:34:47.496211,18707,Y,5-2624I,Kia Sedona,LightPink
27816,2020-08-12T04:54:17.656237,5915,Y,8PU J96,Ford F250 Super Duty Crew Cab,Snow
27817,2022-03-12T07:26:49.856660,2737,N,Y89-21M,BMW Z3,DarkSlateGray
27818,2023-07-29T16:45:14.337717,6836,N,KXO 537,GMC Sierra 1500 Crew Cab,Olive
27819,2023-06-23T15:22:09.123061,16745,Y,UY 0057,Chevrolet Malibu,MediumSlateBlue
27820,2021-02-10T03:34:55.925489,16402,N,4HT50,Mercury Mariner,LightCoral
27821,2022-10-01T15:26:42.002386,3172,Y,089OCH,Audi TT,Red
27822,2021-03-05T09:47:02.745340,11389,Y,8A 63471,Mitsubishi Raider Extended Cab,GoldenRod
27823,2023-05-07T15:19:35.230263,12771,Y,GFY-626,GMC Safari Passenger,CadetBlue
27824,2024-10-04T05:14:01.925217,19381,Y,4GE Z58,Pontiac Trans Sport,DarkSlateBlue
27825,2023-01-13T22:53:41.333490,10109,Y,ISV3923,Alfa Romeo 164,LightBlue
27826,2023-04-06T08:22:09.197710,5257,N,3555 LQ,Dodge Journey,OldLace
27827,2020-02-08T05:26:28.321187,5333,N,415 BCC,Chevrolet 2500 Regular Cab,CadetBlue
27828,2023-10-29T10:49:33.116033,1399,N,1A513,Chevrolet Suburban 1500,AliceBlue
27829,2020-07-16T11:08:15.436173,14284,Y,I68 8LV,Maybach 62,LightSkyBlue
27830,2024-10-01T01:35:38.127474,5655,N,4V 8445O,GMC Sierra 2500 Extended Cab,LightSkyBlue
27831,2024-08-01T04:36:41.318133,13843,Y,2F T4645,Ford F150 Super Cab,Aquamarine
27832,2022-12-08T18:01:54.991027,12824,Y,L68 4WU,BMW X1,OldLace
27833,2023-05-02T07:27:06.358491,5296,N,1MZX507,Chevrolet Sonic,NavajoWhite
27834,2022-04-16T05:27:41.561753,18707,N,ZUT 6918,Chevrolet Malibu,LightCyan
27835,2021-02-24T22:12:14.433594,19361,Y,58-YG52,Toyota Avalon,LightSkyBlue
27836,2021-03-18T01:52:24.832064,18794,N,9-C8855,Toyota Celica,MidnightBlue
27837,2020-09-06T06:55:31.081076,17149,N,1MG8048,Lincoln Mark LT,CadetBlue
27838,2021-08-24T20:53:49.462844,7857,Y,062-IAXF,Mercedes-Benz Sprinter 2500 Cargo,DarkGoldenRod
27839,2020-03-04T11:46:40.811878,13242,Y,KE 4726,Chevrolet 1500 Extended Cab,DarkSlateGray
27840,2020-05-10T10:26:23.783813,5530,N,042O8,Toyota Avalon,GreenYellow
27841,2021-08-23T09:20:15.115126,7303,N,6-3010E,Chevrolet Silverado 2500 HD Extended Cab,Navy
27842,2021-06-15T12:16:21.608224,283,Y,839 EJH,Ram 2500 Mega Cab,LightGray
27843,2023-07-26T09:47:26.464727,16543,Y,4M249,Nissan Pathfinder,Moccasin
27844,2021-10-16T11:35:39.487413,9792,N,4IZ 861,GMC Savana 2500 Cargo,Orchid
27845,2020-09-01T02:39:29.014568,15770,N,3Z 3106A,Toyota C-HR,LawnGreen
27846,2024-10-08T21:22:51.191760,15914,N,ZUI-122,Land Rover Range Rover,HotPink
27847,2024-08-29T17:49:29.784200,9893,Y,6DV T20,Toyota FJ Cruiser,MediumSlateBlue
27848,2021-03-10T03:43:34.046595,5877,N,ATD 774,GMC Savana 2500 Passenger,CadetBlue
27849,2024-05-16T10:57:52.730636,7868,Y,56V 808,Plymouth Breeze,PaleVioletRed
27850,2024-03-16T15:05:20.147874,15228,N,7BI F44,Dodge Sprinter 3500 Cargo,DarkSeaGreen
27851,2024-06-22T21:54:57.534735,7024,Y,KTP 426,Chevrolet TrailBlazer,MediumAquaMarine
27852,2024-08-12T02:52:41.662281,12344,N,WNM 562,Rolls-Royce Ghost,DarkBlue
27853,2021-06-14T16:26:07.604520,13674,N,9N599,BMW X5 M,Fuchsia
27854,2022-01-23T03:16:01.837763,17617,Y,LPV 490,Nissan 370Z,PaleTurquoise
27855,2021-01-20T12:58:57.142241,360,Y,QGN-8360,Daewoo Lanos,DarkKhaki
27856,2020-02-20T02:06:39.820329,3089,N,8UM 914,Chevrolet Sonic,LawnGreen
27857,2019-11-01T12:03:51.330794,4721,Y,UME 320,GMC Yukon XL 2500,Peru
27858,2024-08-27T05:42:58.992703,832,N,797-VVE,Mercedes-Benz GLK-Class,ForestGreen
27859,2024-06-16T11:49:58.174274,7492,Y,MDN-158,Chevrolet Corvette,MediumVioletRed
27860,2020-05-16T18:23:30.377854,149,N,856-XVZ,Toyota Avalon,PaleGoldenRod
27861,2019-12-25T09:50:34.098359,12338,Y,774G,Ford Mustang,Crimson
27862,2024-07-10T08:50:27.759208,11535,Y,NQ-2185,Dodge Viper,SaddleBrown
27863,2021-09-25T22:24:05.726517,12042,Y,995MFQ,FIAT 500 Abarth,Fuchsia
27864,2022-02-23T13:36:04.347029,19500,Y,8M 9933D,Pontiac LeMans,SkyBlue
27865,2021-09-29T19:33:34.531921,6755,N,7KG G16,Hyundai Tiburon,Teal
27866,2024-05-14T20:04:30.728637,4262,N,86-17136,Chevrolet Sportvan G30,DarkSalmon
27867,2024-02-29T05:59:34.052497,12706,Y,128 CMU,Volkswagen Eurovan,SpringGreen
27868,2022-09-26T16:00:05.325033,16547,N,QHE1322,Nissan Sentra,LightCoral
27869,2020-06-04T01:48:50.954587,8515,N,YHK-365,Chevrolet Suburban 1500,Plum
27870,2023-04-03T19:21:58.344766,3278,N,HDA-203,Toyota Tacoma Access Cab,DimGray
27871,2021-12-25T03:44:40.505979,17130,Y,RGD 747,Land Rover LR3,Snow
27872,2020-03-18T19:20:23.328876,10333,N,JVC M82,Chevrolet Astro Cargo,DarkSeaGreen
27873,2023-11-18T19:50:28.355954,11510,Y,934 KWG,Mitsubishi Galant,Aquamarine
27874,2021-07-18T22:49:02.723683,6434,N,4-N7720,Ford Crown Victoria,SandyBrown
27875,2020-11-21T01:38:50.337974,15075,Y,5-6604X,Maserati GranTurismo,DarkGray
27876,2022-07-28T05:16:26.791880,8777,Y,E49-84D,Scion xB,DarkOliveGreen
27877,2023-05-11T00:27:01.358657,15223,Y,SM3 8792,Hyundai Ioniq Plug-in Hybrid,Gold
27878,2019-12-27T10:23:40.282596,9056,Y,TNA 6989,Toyota Yaris,Sienna
27879,2022-02-28T12:08:45.147372,4535,N,261 IJF,Nissan King Cab,DarkCyan
27880,2021-07-15T13:10:38.058470,18457,Y,454471,Mitsubishi Mighty Max Regular Cab,DarkOrchid
27881,2021-03-02T16:11:05.023037,14792,N,509-KFTI,Lincoln Aviator,OrangeRed
27882,2021-11-18T01:42:36.288264,18474,N,65-45697,INFINITI EX,Peru
27883,2021-05-06T19:19:34.647602,740,Y,89-K882,Volkswagen Golf,OrangeRed
27884,2022-06-23T04:19:29.239429,11866,Y,0GK1044,BMW M5,AliceBlue
27885,2020-05-12T21:50:18.024235,11679,Y,K 237477,Lexus IS F,Red
27886,2023-04-30T13:13:45.958657,422,Y,HCV 406,Ford F350 Super Duty Super Cab,BlanchedAlmond
27887,2024-09-25T15:40:11.382120,3029,Y,970ZYJ,Buick Regal,DodgerBlue
27888,2024-07-12T21:10:47.717613,15195,N,330 SM0,Honda Accord,Beige
27889,2021-01-05T09:47:47.741403,11047,N,8FFM286,Hyundai Sonata,Crimson
27890,2024-07-19T08:43:23.547152,2511,N,HIN 027,Audi S5,Violet
27891,2021-03-31T22:59:04.841272,991,Y,643 LSF,Rolls-Royce Phantom,LightGoldenRodYellow
27892,2023-02-18T04:34:23.184008,13558,N,550-ZRD,Mercury Sable,LightSalmon
27893,2021-12-21T05:58:06.979778,6572,Y,05B F93,Toyota Avalon,DarkSeaGreen
27894,2022-08-29T07:15:16.979460,1613,Y,KJ9 1599,Buick LeSabre,IndianRed
27895,2022-12-23T17:27:41.472374,7573,Y,LQU 658,Chevrolet Silverado 1500 Crew Cab,SeaShell
27896,2021-09-21T00:31:38.053092,19104,Y,262 4NR,Audi A3,BlanchedAlmond
27897,2023-05-17T20:07:36.267478,6191,Y,15N X80,Toyota Tacoma Access Cab,DarkMagenta
27898,2021-12-01T05:30:01.607647,17130,N,1-88777,Chevrolet Express 3500 Cargo,Silver
27899,2020-08-28T16:41:39.158741,3931,N,11O 297,BMW Z4,ForestGreen
27900,2023-12-20T02:44:13.779667,11634,N,710 RGB,Toyota Previa,Peru
27901,2022-09-10T04:22:31.959430,7623,Y,9U331,Suzuki Swift,Lime
27902,2021-02-09T01:24:12.911721,12577,N,27QK329,Toyota Previa,HotPink
27903,2022-07-15T20:10:52.264355,14843,N,F 009478,Nissan Versa,Violet
27904,2023-08-31T00:27:01.002915,17142,Y,193RP,Ford Expedition,Indigo
27905,2023-02-15T20:18:34.173684,7936,N,5945,Geo Prizm,LavenderBlush
27906,2020-08-10T12:01:19.445348,14209,N,46-4638Y,Ford F150 Super Cab,DarkGreen
27907,2021-04-05T00:12:41.167264,13505,N,781 JNN,Nissan Maxima,LightSteelBlue
27908,2021-10-07T23:49:30.379960,6963,N,D46 5EH,MAZDA MX-5 Miata,SteelBlue
27909,2020-11-12T21:54:27.468020,11136,N,4-0807G,FIAT 500 Abarth,Teal
27910,2020-02-15T15:05:24.601468,15807,Y,9Q J3244,Dodge Charger,LightCyan
27911,2021-12-23T17:18:20.628865,9045,Y,3311,Ferrari 488 Spider,LavenderBlush
27912,2020-03-03T12:15:42.868763,12846,Y,36I•819,Dodge Dakota Regular Cab,OrangeRed
27913,2024-08-13T15:50:51.040824,8823,N,L 943863,Chevrolet Blazer,SlateGray
27914,2022-02-12T04:43:42.201350,19929,Y,SEA4016,GMC Envoy,DarkSeaGreen
27915,2021-12-12T21:21:53.160009,7828,N,9TL7400,GMC Savana 3500 Cargo,MediumTurquoise
27916,2020-04-15T01:58:08.000571,5279,N,LLB 656,Buick LaCrosse,DarkViolet
27917,2020-04-07T00:22:25.392303,17348,N,4LOQ 92,Ford Taurus,Turquoise
27918,2020-01-07T18:28:04.854892,13618,N,206 BHL,Volkswagen Jetta,NavajoWhite
27919,2024-06-02T02:16:17.382977,4448,N,15F 0225,MINI Convertible,ForestGreen
27920,2023-02-12T01:07:04.941377,4584,Y,9L 3R9CYO,Chevrolet G-Series 2500,DodgerBlue
27921,2020-08-01T22:23:00.482244,19641,N,826 XXD,Honda Civic,Crimson
27922,2022-02-23T17:46:59.409363,19164,Y,XDR 8104,Hyundai Kona,Brown
27923,2024-02-06T03:38:18.547052,14060,N,092 WJO,Chevrolet Aveo,LightGreen
27924,2021-02-27T06:54:07.344943,7171,Y,6856,Dodge Durango,LavenderBlush
27925,2024-05-11T06:47:04.886428,11611,Y,198 YJI,Mitsubishi 3000GT,LemonChiffon
27926,2021-12-20T08:16:04.414832,13817,N,176 HT9,Toyota Tundra Access Cab,MediumSpringGreen
27927,2022-04-02T04:12:45.164683,4547,Y,AWQ X15,Ram 1500 Regular Cab,SlateGray
27928,2020-02-03T14:29:17.979321,19068,N,LQ 1844,Ford Expedition,Violet
27929,2022-02-24T00:01:34.349391,5096,Y,PEK-8628,Kia Telluride,Crimson
27930,2024-10-07T06:15:47.013867,4106,Y,ZLU-6890,Scion tC,DeepPink
27931,2023-11-09T01:11:31.251097,16332,Y,239 MDU,Dodge Caliber,Maroon
27932,2020-05-06T16:25:31.795374,13495,Y,NTD-4917,Dodge Challenger,CornflowerBlue
27933,2021-05-06T16:15:41.965835,14956,Y,8FO M23,MAZDA MAZDA6,DodgerBlue
27934,2024-08-25T04:51:12.831152,10675,N,6VK3756,Audi allroad,HotPink
27935,2020-08-31T10:33:57.800672,7983,Y,TTA-657,Chevrolet Corvette,Gainsboro
27936,2023-12-07T06:07:28.332679,16601,Y,456-SKQ,Chevrolet Prizm,Teal
27937,2020-04-03T04:29:17.956653,11601,Y,074 0AK,MAZDA MX-5 Miata,Aqua
27938,2020-10-03T14:39:38.262494,11119,Y,FPL-893,HUMMER H1,MediumAquaMarine
27939,2020-05-09T00:19:17.212687,896,Y,N29-68K,Subaru Impreza,LightSlateGray
27940,2023-01-15T10:40:33.817737,12860,Y,S22-41W,Nissan Kicks,LightSteelBlue
27941,2021-06-19T15:16:56.542123,17145,N,250 FMC,Dodge Dakota Crew Cab,SteelBlue
27942,2022-02-03T20:10:26.970794,8396,N,915-MTG,Ford Escape,PowderBlue
27943,2023-09-17T21:57:46.466610,8076,Y,1YBN 90,Ford Expedition,Aqua
27944,2024-05-03T02:17:56.924993,2592,Y,SI-9792,Chevrolet Cavalier,RoyalBlue
27945,2022-09-29T18:40:42.382511,10641,N,5-Y5080,Mercedes-Benz SL-Class,RoyalBlue
27946,2021-10-25T00:03:22.840968,14093,N,3ALF150,Dodge Charger,Moccasin
27947,2022-01-13T15:48:30.993152,4105,N,824 SNF,Dodge Dakota Club Cab,LightCyan
27948,2021-10-14T02:13:54.758667,15834,N,686 UXE,Cadillac DeVille,DarkViolet
27949,2024-03-06T15:46:21.914910,4024,N,CEJ-1199,Mercury Mountaineer,White
27950,2022-12-06T15:18:24.214274,12608,Y,77UU7,GMC 3500 Club Coupe,DeepPink
27951,2022-08-31T00:22:10.653598,11524,N,JDL-4305,Audi A3,Teal
27952,2020-07-23T07:23:13.454287,11175,N,968P3,MAZDA Protege,OldLace
27953,2024-06-15T18:43:07.541966,11975,N,723-HPO,Acura TSX,Aqua
27954,2022-12-18T21:49:31.760514,3455,N,6WT0407,GMC Suburban 1500,MediumTurquoise
27955,2022-02-09T04:21:04.527527,9524,Y,414NH,Cadillac CTS,GoldenRod
27956,2021-10-08T09:11:59.231446,15027,N,O91 6GQ,BMW 3 Series,LightSlateGray
27957,2023-03-05T00:39:44.492217,16149,Y,664-QBFS,GMC Safari Passenger,MediumAquaMarine
27958,2023-04-07T01:23:24.349245,14899,N,ZUQ 551,MAZDA MAZDA5,MediumSpringGreen
27959,2022-03-25T04:02:38.658942,13353,N,975-JGM,Dodge Dakota Regular Cab,LightSkyBlue
27960,2021-10-31T01:34:37.334325,14626,Y,852-WNV,Chrysler Voyager,LightBlue
27961,2024-03-20T10:06:21.770988,8234,Y,55C 245,Dodge Ram 3500 Quad Cab,White
27962,2020-07-14T20:44:57.283799,14853,N,85H 5115,Lincoln Town Car,PaleTurquoise
27963,2020-10-19T13:15:47.525004,59,N,KOV 892,Ford Transit 150 Wagon,Snow
27964,2021-02-09T15:22:18.373919,14174,Y,Z40-ICO,Ford Mustang,DarkCyan
27965,2021-08-20T02:57:35.080962,8310,N,RWO4367,Ford Edge,DarkTurquoise
27966,2022-03-10T08:02:53.386521,12604,N,9-8886M,Volkswagen Golf,FloralWhite
27967,2024-02-22T10:54:38.412654,13294,N,796 ZK3,Volkswagen Touareg 2,LightSlateGray
27968,2019-11-10T08:21:53.085047,4840,N,738 PSH,MAZDA MPV,DarkBlue
27969,2020-10-28T20:22:23.897751,10101,Y,30-1792C,Toyota Xtra Cab,DeepPink
27970,2024-06-07T18:37:23.624822,11228,Y,1-87334,Ford F250 Super Duty Super Cab,OliveDrab
27971,2024-05-06T15:33:01.924984,8030,N,DQM6366,GMC Sierra 1500 Crew Cab,Azure
27972,2024-01-16T21:11:17.078653,5226,N,0GZ1966,BMW 8 Series,LemonChiffon
27973,2021-03-21T10:26:37.046600,15026,N,3W 6J6IMB,McLaren 675LT,RosyBrown
27974,2023-03-08T00:49:25.097682,1556,N,423 3609,Chevrolet Avalanche 1500,Magenta
27975,2021-11-15T19:21:30.190358,16273,N,1B PC563,Mercedes-Benz M-Class,PaleGreen
27976,2023-09-19T23:52:39.599874,11202,Y,J96 9NB,Mercedes-Benz E-Class,CornflowerBlue
27977,2024-07-05T22:01:19.638751,17543,Y,739XND,Freightliner Sprinter 2500 Crew,LightGoldenRodYellow
27978,2022-03-03T05:30:04.369800,8109,Y,JHE-9656,Buick Enclave,Beige
27979,2024-08-20T10:54:37.644379,2462,N,67M•967,Nissan Titan King Cab,Red
27980,2024-07-18T07:30:50.095454,4134,Y,928 WHC,Acura NSX,MediumVioletRed
27981,2021-08-25T07:08:44.731769,7780,Y,54B 045,Tesla Model S,Brown
27982,2024-03-10T23:45:36.007311,3251,N,6-H0650,Land Rover Range Rover Sport,DeepSkyBlue
27983,2020-04-13T04:04:59.720010,5781,N,107-GRN,Oldsmobile Silhouette,LightCoral
27984,2020-05-29T04:26:44.019855,7978,N,071 8SB,Honda S2000,Orange
27985,2021-11-27T15:16:04.899120,10256,N,CKW 2841,Ford Flex,LightSteelBlue
27986,2020-10-15T05:24:45.668156,12629,Y,LMN 943,Dodge Ram Wagon 2500,LightCoral
27987,2024-03-25T08:09:10.383474,9557,Y,6754 EQ,Lexus LX,MistyRose
27988,2023-02-23T19:31:19.037903,1949,N,59U 6734,Toyota Sienna,LightSalmon
27989,2023-08-08T17:46:03.809179,15240,Y,563GLC,Nissan NV200,MidnightBlue
27990,2024-06-01T11:13:09.314533,17203,N,CCI5503,Jaguar XK,MediumBlue
27991,2022-08-16T04:43:41.940695,544,Y,769 1QH,Toyota Tacoma Double Cab,Coral
27992,2022-12-01T03:10:05.710042,71,Y,YXU2717,Pontiac Vibe,ForestGreen
27993,2021-10-18T03:47:18.745753,2547,N,DK 56726,Ford Windstar Cargo,ForestGreen
27994,2019-12-08T20:43:42.057611,14215,Y,7UUS525,BMW 3 Series,LavenderBlush
27995,2024-02-06T18:12:37.146855,16859,Y,0GH N32,Acura NSX,Lavender
27996,2020-11-02T02:09:16.708581,1816,N,84-8837B,Lexus SC,LimeGreen
27997,2023-06-25T13:44:56.792148,2103,Y,7K NN348,Ford Flex,DarkOliveGreen
27998,2021-11-30T08:39:04.447702,7224,N,735 QMF,Nissan Rogue,PaleGoldenRod
27999,2024-04-22T17:45:36.111938,14649,N,3-3529R,Honda Ridgeline,Linen
28000,2022-03-16T13:27:20.284114,10052,Y,1L CX094,GMC Yukon XL 2500,Cyan
28001,2022-04-02T10:55:23.714329,19312,N,04Y 532,Nissan Versa,Linen
28002,2019-10-31T19:27:59.566126,82,N,9KE 978,Chevrolet 1500 Regular Cab,SeaShell
28003,2023-03-18T21:41:43.931979,7309,N,439 GOY,Kia Sportage,Cyan
28004,2022-07-23T21:53:34.400215,8543,N,30-37337,Ford Transit 150 Van,LightYellow
28005,2023-12-31T22:31:41.348797,16873,Y,8C DC318,Bentley Continental,LightPink
28006,2020-07-20T04:24:26.755508,9080,Y,B14 3FO,Ford Econoline E250 Cargo,SkyBlue
28007,2023-01-08T05:21:22.107984,19604,Y,CLD-3266,Ford F350 Super Duty Crew Cab,LightPink
28008,2021-12-05T05:00:36.064899,10910,Y,QZQ 6732,Toyota Venza,Brown
28009,2024-06-22T02:56:21.696386,14823,Y,JVS 509,Chevrolet Express 3500 Passenger,Orange
28010,2021-06-14T17:48:38.808944,17292,N,305-BXP,GMC Sierra 3500 HD Crew Cab,OliveDrab
28011,2022-03-20T17:27:02.866171,5119,Y,645-FQT,Lotus Elise,MediumSlateBlue
28012,2022-11-27T01:03:33.843614,12685,N,BDF 447,Honda Civic,MediumSpringGreen
28013,2021-07-24T22:07:49.049367,2331,Y,Q34 5XM,Suzuki XL7,DarkBlue
28014,2021-11-21T23:21:30.438902,11484,Y,HPY 075,Mitsubishi Mirage,GreenYellow
28015,2021-04-03T01:36:21.505931,5177,Y,90D W88,Audi S8,MediumSpringGreen
28016,2022-09-07T01:50:36.227851,18886,Y,86-5239Q,Ford F350 Super Cab,DarkOrange
28017,2020-11-10T05:41:12.761301,5404,N,1ZL G58,Chevrolet Camaro,SlateBlue
28018,2021-05-20T12:05:40.719973,16610,Y,2M V0853,Mercedes-Benz Mercedes-AMG CLA,LightSalmon
28019,2024-03-26T16:19:57.172104,15395,N,56E•020,Ram 1500 Quad Cab,AliceBlue
28020,2022-11-28T06:08:45.169192,14953,Y,889 5PW,Toyota Celica,SkyBlue
28021,2023-05-19T23:35:47.756909,12707,N,LHE 273,GMC 1500 Regular Cab,Plum
28022,2024-02-01T13:44:00.604458,10330,Y,OXO L13,Toyota Sequoia,DarkOliveGreen
28023,2020-03-22T06:49:47.403472,4754,N,YXB-922,Chevrolet Avalanche 2500,Sienna
28024,2023-08-31T12:16:23.010880,5896,Y,937 XKE,Land Rover LR2,DodgerBlue
28025,2024-01-29T17:53:04.776078,9404,Y,J02 4PT,Nissan NV2500 HD Cargo,MistyRose
28026,2020-03-23T05:37:38.819024,9109,N,GDR-1168,Ford Contour,Turquoise
28027,2020-05-04T02:42:12.948939,13452,Y,Z 073735,Plymouth Voyager,OliveDrab
28028,2021-04-07T06:29:14.362716,431,Y,216 LWT,GMC Savana 2500 Passenger,Chocolate
28029,2023-05-07T23:52:00.206951,5132,N,DRN4397,Toyota Camry,Snow
28030,2020-02-17T05:18:55.606012,4566,Y,8-58881X,Hyundai Elantra,MediumSlateBlue
28031,2022-09-13T08:28:35.598555,11118,N,23T H14,Audi TT,Blue
28032,2021-08-17T11:35:14.525374,5002,Y,2-68016C,Cadillac CTS,BurlyWood
28033,2023-10-31T21:02:05.143130,18704,N,A 931056,Chevrolet Silverado 2500 Extended Cab,Indigo
28034,2021-06-02T23:07:41.557185,13947,Y,81-D136,Ford Escape,CadetBlue
28035,2021-05-11T00:43:37.611760,13538,N,MWY6653,Scion xB,AliceBlue
28036,2024-02-29T16:54:00.563614,6332,N,0L HJ141,Toyota Sienna,BurlyWood
28037,2021-08-08T21:01:04.740381,19158,N,0DM8231,INFINITI QX,LightSlateGray
28038,2020-03-11T15:20:00.151575,3529,Y,465-ZJG,Ford Fusion,Red
28039,2022-11-16T17:59:30.434081,2645,Y,U03-31F,Ford Crown Victoria,RosyBrown
28040,2021-11-03T14:28:54.014670,1783,Y,8E 4F2GNL,GMC Sierra 3500 HD Regular Cab,SandyBrown
28041,2024-05-25T13:40:35.167679,14005,Y,LTB 505,Oldsmobile Aurora,LightSteelBlue
28042,2023-11-15T15:16:30.374147,12901,N,KON 928,Ford E250 Cargo,SlateBlue
28043,2024-04-05T12:27:17.214019,8956,N,6HW7055,GMC Vandura 2500,GreenYellow
28044,2023-03-13T03:20:10.801528,10214,N,1B252,Acura RL,Gainsboro
28045,2020-04-14T05:37:33.081047,19950,N,18X•563,HUMMER H2,Gray
28046,2022-07-10T16:51:53.202330,3130,N,140 3YD,Ford F350 Super Duty Crew Cab,MediumOrchid
28047,2020-01-13T15:39:29.998385,14953,N,973 VXB,Nissan Maxima,Orange
28048,2024-10-11T04:50:30.852038,16556,N,237 HQV,Nissan LEAF,Teal
28049,2019-10-31T18:56:00.675284,2386,N,JD5 4907,Volvo XC90,LightGray
28050,2023-03-25T00:30:54.453435,11787,N,018CJE,Hyundai Veloster,SaddleBrown
28051,2020-08-27T13:39:20.679243,8945,N,43-7471E,Chevrolet Express 2500 Passenger,SlateBlue
28052,2024-03-28T16:30:13.927864,13628,Y,DNC 816,Lincoln Navigator L,SteelBlue
28053,2022-02-12T03:51:03.274738,9176,Y,099 5BQ,Dodge Shadow,DarkCyan
28054,2020-07-06T23:04:32.374480,13484,N,92-J764,Saab 5-Sep,MistyRose
28055,2024-01-03T06:12:22.585036,9768,N,096-015,Ford Transit Connect Cargo,Fuchsia
28056,2019-11-10T11:56:38.574361,18720,N,098M3,BMW X6,LightBlue
28057,2023-03-22T18:11:37.107922,19954,N,940 UFO,Nissan JUKE,SlateGray
28058,2024-08-25T23:02:55.510752,12399,N,G 520687,Nissan Quest,Peru
28059,2021-09-30T01:54:08.222375,3305,Y,7V 6000G,Acura NSX,Coral
28060,2020-09-09T13:05:35.617470,17851,Y,IWX-287,MAZDA MX-5 Miata,Salmon
28061,2020-09-04T04:50:44.548558,282,N,ZVU 802,Toyota Camry,Magenta
28062,2021-06-03T14:54:13.159169,18657,N,719-YOW,Nissan TITAN XD Crew Cab,WhiteSmoke
28063,2024-03-07T00:50:40.635521,11026,N,KRX6013,Geo Metro,LightYellow
28064,2022-01-17T14:37:54.338987,4277,N,51T U07,Ford E350 Super Duty Cargo,DarkGoldenRod
28065,2020-09-01T01:30:43.486523,9373,N,V83 4GB,Ram 2500 Crew Cab,Gray
28066,2020-11-09T11:59:18.136448,5103,Y,37O O31,Ford ZX2,LightCoral
28067,2024-05-18T04:48:02.524747,4279,N,6NFY989,Bentley Mulsanne,Lime
28068,2020-04-14T14:09:24.230652,7908,N,8YDF747,Chevrolet 1500 Extended Cab,YellowGreen
28069,2023-03-07T07:51:58.393243,14102,N,1F HL171,smart fortwo electric drive,DimGray
28070,2021-11-22T07:06:37.821361,7494,Y,6662 FD,Scion xD,IndianRed
28071,2021-09-12T15:28:13.840383,2375,N,8MF50,Lincoln Navigator,Cyan
28072,2024-04-05T04:15:18.051158,603,N,6899,Buick LeSabre,LightCoral
28073,2023-12-20T06:34:07.851387,13068,Y,400N,Lexus ES,PapayaWhip
28074,2024-08-04T23:38:40.517867,14319,Y,5QY 633,Nissan Pathfinder,DeepSkyBlue
28075,2021-10-15T14:22:58.489474,7403,Y,DGD-3560,Buick Roadmaster,DarkBlue
28076,2023-12-12T12:34:39.599944,17026,N,WBI-199,Jaguar XF,Maroon
28077,2023-11-26T08:12:43.348808,6584,N,KRV 722,Chevrolet Colorado Crew Cab,SaddleBrown
28078,2020-04-10T15:45:50.573929,14113,N,581 BSX,Chevrolet Colorado Regular Cab,LimeGreen
28079,2021-11-13T10:13:12.185855,2408,Y,61-J317,GMC Savana 2500 Passenger,Lavender
28080,2021-12-24T00:25:38.299730,19893,Y,9SS76,Ferrari 430 Scuderia,OrangeRed
28081,2020-07-10T02:45:02.852179,4662,Y,4QZ 936,Oldsmobile 98,OrangeRed
28082,2020-07-29T16:17:49.496096,4472,Y,855-WON,Land Rover Range Rover,White
28083,2020-10-14T04:25:56.480670,5856,Y,25-I777,Dodge Journey,MediumTurquoise
28084,2019-12-18T18:41:47.633834,14503,N,140-SHB,GMC Sonoma Club Cab,LightPink
28085,2022-07-06T03:04:59.186244,3352,Y,253 KCE,Toyota Avalon Hybrid,Black
28086,2024-05-17T06:30:59.379471,18938,Y,RWM-8767,Chevrolet Suburban 3500HD,OrangeRed
28087,2022-04-27T22:58:41.902617,9523,Y,67-47080,Acura MDX,DarkBlue
28088,2024-09-06T05:22:17.869695,8926,N,MYO 634,Acura ZDX,Salmon
28089,2024-07-22T23:30:42.721057,304,Y,849 8RI,Buick LeSabre,LemonChiffon
28090,2020-01-14T04:35:47.690228,13094,Y,71-68190,Chevrolet Silverado 1500 Crew Cab,DarkSlateBlue
28091,2023-10-25T13:54:01.083094,19478,Y,SU-9708,Toyota Camry,Fuchsia
28092,2020-01-29T04:38:50.939034,2049,N,899 HOY,Alfa Romeo 4C,Chartreuse
28093,2024-04-09T16:53:43.678309,4967,N,KLX 444,MAZDA MAZDA3,Cyan
28094,2024-06-03T10:20:12.329722,8229,N,1UQ 934,Mercedes-Benz S-Class,LightSeaGreen
28095,2022-09-23T13:16:36.068788,3974,N,EMJ 4397,Land Rover Discovery,SlateGray
